Win,Def.Rank,Def.Plays,Yards.Allowed,Yards.Play.Allowed,Off.TDs.Allowed,Total.TDs.Allowed,Yards.Per.Game.Allowed,First.Down.Def.Rank,Opp.First.Down.Runs,Opp.First.Down.Passes,Opp.First.Down.Penalties,Opp.First.Downs,X4rd.Down.Def.Rank,Opp.4th.Conversion,Opp.4th.Attempt,Opponent.4th.Percent,Interceptions.Thrown.x,Pass.Def.Rank,Opp.Completions.Allowed,Opp.Pass.Attempts,Opp.Pass.Yds.Allowed,Opp.Pass.TDs.Allowed,Yards.Attempt.Allowed,Yards.Completion.Allowed,Redzone.Def.Rank,Opp.Redzone.Attempts,Opp.Redzone.Rush.TD.Allowed,Opp.Redzone.Pass.Touchdowns.Allowed,Opp.Redzone.Field.Goals.Made,Opp.Redzone.Scores,Redzone.Points.Allowed,Rushing.Def.Rank,Opp.Rush.Attempts,Opp.Rush.Yards.Alloweed,Yds.Rush.Allowed,Opp.Rush.Touchdowns.Allowed,Rush.Yards.Per.Game.Allowed,Sack.Rank,Sacks,Sack.Yards,Average.Sacks.per.Game,Scoring.Def.Rank,Touchdowns.Allowed,Opponent.Extra.Points,X2.Point.Conversions.Allowed,Opp.Feild.Goals.Made,Opp.Safety,Points.Allowed,Avg.Points.per.Game.Allowed,Defensive.Points,Safety,Tackle.for.Loss.Rank,Solo.Tackle.For.Loss,Assist.Tackle.For.Loss,Tackle.for.Loss.Yards,Total.Tackle.For.Loss,Tackle.For.Loss.Per.Game,X3rd.Down.Def.Rank,Opp.3rd.Conversion,Opp.3rd.Attempt,Opponent.3rd.Percent,Turnover.Rank,Fumbles.Recovered,Opponents.Intercepted,Turnovers.Gain,,,,,,
3,862,4929,5.72,39,43,410.8,36,89,149,13,251,77,13,22,0.591,17,217,11,2432,6.4,11.42,8,202.7,107,30,9,2,11,22,0.733,7,118,418,1408,3.37,11,117.3,41,448,1753,3.91,19,146.1,117,37,3.08,65,43,43,337,128,0,0,13,0,178,14.8,55,4.6,114,181,73,179,0.408,63,11,8,11,19,-8,-0.67
9,895,4979,5.56,36,39,383,43,89,145,20,254,29,6,12,0.5,64,802,8,2817,7.06,13.29,15,216.7,101,54,19,8,15,42,0.778,85,32,570,2782,4.88,26,214,22,428,1673,3.91,13,128.7,63,27,2.08,33,39,35,311,60,1,0,21,2,388,29.8,101,7.8,83,193,73,188,0.388,7,31,17,8,25,6,0.46
4,822,5032,6.12,49,53,419.3,63,139,108,18,265,119,9,14,0.643,56,385,8,2204,6.74,11.3,21,183.7,41,31,8,14,4,26,0.839,117,53,409,2226,5.44,20,185.5,96,476,2524,5.3,23,210.3,46,22,1.83,105,53,47,419,82,2,0,5,0,316,26.3,46,3.8,51,153,65,157,0.414,60,11,8,8,16,-5,-0.42
6,895,5096,5.69,43,46,392,75,115,128,28,271,51,8,19,0.421,51,759,8,2777,7.25,12.86,26,213.6,70,50,16,18,10,44,0.88,32,83,524,2104,4.02,22,161.8,54,487,2112,4.34,21,162.5,121,43,3.31,63,46,34,363,65,2,1,12,0,379,29.2,77,5.9,32,207,74,186,0.398,34,18,7,8,15,3,0.23
6,899,5306,5.9,34,37,408.2,66,108,138,20,266,119,6,19,0.316,108,902,11,2486,6.31,11.84,9,191.2,83,46,24,8,11,43,0.935,1,77,497,2138,4.3,26,164.5,57,455,2126,4.67,14,163.5,93,32,2.46,35,37,33,312,113,0,0,15,1,299,23,68,5.2,102,183,77,191,0.403,30,19,4,11,15,4,0.31
2,846,5359,6.33,45,51,446.6,51,102,135,21,258,58,8,15,0.533,126,807,16,2872,5.9,10.8,23,239.3,103,39,12,16,5,33,0.846,123,121,384,1363,3.55,13,113.6,78,485,2280,4.7,20,190,113,36,3,99,51,49,405,115,2,0,5,0,270,22.5,66,5.5,107,182,75,173,0.434,79,17,10,16,26,-9,-0.75
10,955,4770,4.99,40,41,340.7,22,98,116,26,240,40,10,21,0.476,12,376,8,3666,8.16,13.14,31,261.9,26,68,20,22,18,60,0.882,55,55,638,2563,4.02,27,183.1,32,524,1967,3.75,22,140.5,83,32,2.29,28,41,38,319,33,1,0,20,2,490,35,113,8.1,46,212,56,204,0.275,37,25,18,8,26,-1,-0.07
7,903,4817,5.33,36,37,370.5,36,107,129,15,251,105,9,21,0.429,115,691,13,2154,6.1,11.34,9,165.7,66,40,14,6,16,36,0.9,22,101,533,1895,3.56,17,145.8,33,485,1851,3.82,20,142.4,113,39,3,23,37,34,288,118,0,0,21,0,265,20.4,94,7.2,106,204,62,182,0.341,50,27,6,13,19,8,0.62
12,963,4436,4.61,29,30,316.9,28,98,119,29,246,61,18,37,0.486,29,1093,9,3623,8.88,14.26,47,258.8,15,58,17,26,11,54,0.931,19,44,529,2774,5.24,24,198.1,28,514,1875,3.65,16,133.9,49,26,1.86,8,30,28,248,8,0,0,16,0,585,41.8,90,6.4,30,170,63,206,0.306,42,33,6,9,15,18,1.29
8,873,5277,6.04,41,45,405.9,62,89,151,24,264,47,6,16,0.375,42,1018,12,4713,7.1,10.09,40,362.5,112,71,22,28,9,59,0.831,65,114,362,1560,4.31,23,120,29,428,1745,4.08,21,134.2,78,29,2.23,50,45,41,343,18,1,0,9,1,496,38.2,72,5.5,15,191,69,173,0.399,21,23,5,12,17,6,0.46
10,995,5537,5.56,35,37,425.9,93,118,144,22,284,61,7,20,0.35,103,1125,11,3343,8.17,13.43,26,257.2,104,57,20,13,13,46,0.807,59,25,574,2969,5.17,24,228.4,60,517,2187,4.23,14,168.2,52,25,1.92,35,37,32,312,50,0,0,16,0,405,31.2,61,4.7,45,187,83,206,0.403,77,25,10,11,21,4,0.31
11,1014,5272,5.2,41,43,376.6,91,81,166,34,281,105,11,28,0.393,26,1494,8,4715,10.01,15.46,42,336.8,119,73,28,19,16,63,0.863,69,52,487,2609,5.36,35,186.4,2,456,1361,2.98,16,97.2,31,22,1.57,41,43,41,344,1,0,1,21,1,637,45.5,87,6.2,18,167,81,213,0.38,85,21,11,8,19,2,0.14
13,850,4951,5.82,34,35,353.6,36,111,125,15,251,2,10,18,0.556,61,1494,4,3533,9.35,13.43,33,252.4,25,68,31,18,16,65,0.956,79,24,634,3204,5.05,36,228.9,49,455,2150,4.73,17,153.6,13,16,1.14,15,35,34,277,9,1,0,19,1,582,41.6,77,5.5,2,188,69,174,0.397,5,26,4,4,8,18,1.29
11,857,4219,4.92,22,24,301.4,16,83,130,16,229,61,7,19,0.368,50,579,10,2507,7.76,12.41,14,179.1,30,58,26,11,12,49,0.845,30,39,658,2843,4.32,31,203.1,3,421,1383,3.29,9,98.8,41,24,1.71,4,24,23,218,67,1,0,20,1,397,28.4,74,5.3,30,204,50,179,0.279,1,28,6,10,16,12,0.86
5,694,4727,6.81,47,49,393.9,14,114,81,17,212,21,5,9,0.556,12,529,6,1321,9.24,19.14,10,110.1,10,48,34,2,6,42,0.875,107,4,765,3689,4.82,38,307.4,117,451,2674,5.93,31,222.8,47,22,1.83,101,49,48,389,44,1,0,10,0,377,31.4,46,3.8,3,166,60,142,0.423,7,10,14,6,20,-10,-0.83
7,1030,6200,6.02,48,49,442.9,129,151,146,31,328,82,17,28,0.607,54,924,11,2949,6.6,12.19,24,210.6,84,33,13,7,4,24,0.727,36,123,459,1475,3.21,14,105.4,105,572,2876,5.03,24,205.4,107,38,2.71,73,49,45,392,107,0,0,6,0,310,22.1,74,5.3,71,203,65,190,0.342,89,27,6,11,17,10,0.71
13,913,3646,3.99,17,18,260.4,17,76,114,25,215,1,7,19,0.368,24,973,3,2708,8.16,13.27,28,193.4,6,68,29,17,12,58,0.853,18,13,612,3509,5.73,36,250.6,1,487,1326,2.72,9,94.7,59,27,1.93,1,18,15,167,15,1,0,19,0,519,37.1,101,7.2,60,178,74,214,0.346,70,24,7,3,10,14,1
9,839,4453,5.31,28,30,342.5,20,95,109,18,222,60,6,12,0.5,45,989,6,2811,7.9,13.07,28,216.2,39,57,22,14,12,48,0.842,59,22,530,2907,5.48,27,223.6,36,459,1787,3.89,14,137.5,2,8,0.62,21,30,29,263,30,0,0,17,1,435,33.5,90,6.9,62,176,60,181,0.331,32,26,8,6,14,12,0.92
7,1015,6125,6.03,57,59,471.2,128,128,164,29,321,6,14,25,0.56,89,625,13,2343,7.94,12.8,19,180.2,123,52,30,7,9,46,0.885,20,3,613,4021,6.56,48,309.3,85,522,2406,4.61,32,185.1,25,19,1.46,108,59,54,447,5,1,0,14,0,537,41.3,73,5.6,44,168,92,197,0.467,92,25,9,13,22,3,0.23
7,924,5846,6.33,51,54,449.7,110,112,155,23,290,55,7,18,0.389,99,511,9,3324,7.99,12.59,21,255.7,120,53,26,14,11,51,0.962,57,51,565,2276,4.03,27,175.1,77,465,2272,4.89,31,174.8,120,41,3.15,104,54,49,427,42,0,0,19,1,414,31.8,81,6.2,23,208,76,180,0.422,29,17,6,9,15,2,0.15
4,815,5259,6.45,51,56,438.3,67,128,115,14,257,69,10,15,0.667,34,735,9,2465,7.25,12.84,18,205.4,92,40,21,9,5,35,0.875,125,61,462,2016,4.36,24,168,97,469,2353,5.02,28,196.1,113,35,2.92,114,56,53,434,62,2,0,8,0,345,28.8,48,4,45,165,77,162,0.475,28,17,9,9,18,-1,-0.08
7,857,4530,5.29,35,40,377.5,32,88,120,25,233,116,4,11,0.364,74,1048,17,4106,8.02,12.95,38,342.2,91,64,13,22,11,46,0.719,42,79,463,1831,3.95,17,152.6,33,460,1633,3.55,17,136.1,108,33,2.75,56,40,34,309,13,1,0,16,1,454,37.8,100,8.3,26,180,61,185,0.33,87,24,8,17,25,-1,-0.08
10,727,4546,6.25,37,39,349.7,40,115,106,15,236,24,14,19,0.737,62,981,6,361,5.55,18.05,2,27.8,14,51,41,1,2,44,0.863,3,1,785,4710,6,50,362.3,74,423,2248,5.31,23,172.9,1,1,0.08,32,39,34,286,46,2,0,3,0,399,30.7,51,3.9,1,165,55,137,0.401,4,15,4,6,10,5,0.38
10,957,4471,4.67,27,31,319.4,32,100,111,22,233,82,14,30,0.467,129,680,6,3267,8.55,12.81,21,233.4,18,59,29,9,14,52,0.881,64,26,642,3056,4.76,34,218.3,35,529,1918,3.63,11,137,100,36,2.57,12,31,29,259,27,0,0,23,0,474,33.9,81,5.8,15,209,73,222,0.329,31,19,14,6,20,-1,-0.07
2,764,5059,6.62,56,65,421.6,46,105,122,15,242,116,4,12,0.333,49,718,14,2126,5.25,9.32,11,177.2,78,30,10,8,5,23,0.767,88,73,497,1896,3.81,15,158,90,448,2256,5.04,27,188,108,33,2.75,124,65,60,488,121,0,0,9,0,215,17.9,69,5.8,79,203,69,148,0.466,10,12,7,14,21,-9,-0.75
1,849,5483,6.46,47,52,456.9,74,124,125,15,264,68,10,16,0.625,118,1032,14,3452,7.47,12.83,23,287.7,114,40,7,11,13,31,0.775,109,114,414,1407,3.4,10,117.3,91,463,2279,4.92,22,189.9,121,38,3.17,113,52,51,431,98,1,0,20,1,292,24.3,83,6.9,114,186,66,169,0.391,68,11,11,14,25,-14,-1.17
11,965,4657,4.83,37,42,332.6,58,98,134,18,250,129,14,23,0.609,84,659,7,3677,8.19,13.09,26,262.6,49,63,21,15,15,51,0.81,98,90,532,2009,3.78,25,143.5,17,495,1683,3.4,20,120.2,60,28,2,38,42,39,320,36,0,0,18,1,455,32.5,79,5.6,9,203,78,204,0.382,35,26,6,7,13,13,0.93
7,926,4977,5.37,36,37,382.8,37,111,115,9,235,105,7,17,0.412,88,690,12,2162,5.89,10.92,16,166.3,24,45,17,9,11,37,0.822,45,25,618,2865,4.64,24,220.4,93,516,2482,4.81,26,190.9,13,15,1.15,37,37,34,297,85,0,0,12,0,334,25.7,76,5.8,81,221,77,208,0.37,55,25,8,12,20,5,0.38
2,920,6079,6.61,57,61,506.6,121,152,136,25,313,116,9,19,0.474,3,735,12,2820,6.76,12.48,21,235,104,42,11,11,16,38,0.905,83,81,430,1820,4.23,13,151.7,126,544,3039,5.59,35,253.3,90,29,2.42,122,61,57,456,90,1,0,18,0,304,25.3,54,4.5,92,176,77,161,0.478,117,24,13,12,25,-1,-0.08
6,870,4778,5.49,39,39,398.2,68,136,105,17,258,10,11,20,0.55,58,768,6,3490,8.73,14.91,24,290.8,38,55,17,12,13,42,0.764,15,92,428,1693,3.96,18,141.1,96,534,2338,4.38,21,194.8,21,17,1.42,49,39,35,298,63,1,0,15,0,342,28.5,53,4.4,49,169,77,184,0.418,69,14,7,6,13,1,0.08
4,906,4847,5.35,34,37,372.8,79,119,135,13,267,122,14,25,0.56,22,591,19,2530,6.05,11.1,13,194.6,67,38,10,7,11,28,0.737,63,104,404,1697,4.2,12,130.5,44,520,1919,3.69,15,147.6,60,26,2,46,37,34,321,123,0,0,14,0,222,17.1,55,4.2,94,179,76,187,0.406,108,17,8,19,27,-10,-0.77
5,888,5159,5.81,39,40,429.9,82,116,136,17,269,9,8,18,0.444,72,680,12,3107,6.53,11.18,19,258.9,112,49,14,13,13,40,0.816,44,108,416,1507,3.62,17,125.6,64,475,1969,4.15,21,164.1,113,35,2.92,79,40,38,341,73,2,0,20,0,333,27.8,67,5.6,61,193,80,181,0.442,79,24,8,12,20,4,0.33
8,959,4820,5.03,40,44,370.8,55,117,108,24,249,55,9,19,0.474,26,828,17,3324,7.09,12.64,27,255.7,20,43,14,13,7,34,0.791,17,102,454,1743,3.84,19,134.1,87,557,2408,4.32,24,185.2,54,25,1.92,71,44,41,358,64,1,0,7,1,370,28.5,79,6.1,122,184,73,209,0.349,95,31,14,17,31,0,0
1,886,5455,6.16,44,51,454.6,99,132,134,16,282,86,6,15,0.4,30,441,16,1643,5.27,11.25,10,136.9,99,26,11,4,3,18,0.692,115,64,428,1995,4.66,13,166.3,106,517,2470,4.78,26,205.8,47,22,1.83,103,51,49,393,127,2,0,4,0,170,14.2,50,4.2,129,173,71,163,0.436,118,11,4,16,20,-9,-0.75
4,879,5142,5.85,42,46,428.5,91,119,124,32,275,63,14,18,0.778,48,658,9,2597,5.98,10.6,20,216.4,80,44,9,15,9,33,0.75,93,99,371,1624,4.38,11,135.3,94,526,2309,4.39,19,192.4,21,17,1.42,94,46,42,382,110,4,0,9,0,251,20.9,58,4.8,78,172,77,178,0.433,121,11,7,9,16,-5,-0.42
12,908,3874,4.27,21,22,276.7,10,99,89,19,207,5,15,26,0.577,42,1159,9,3297,7.01,10.67,17,235.5,4,51,29,8,9,46,0.902,31,35,578,2717,4.7,40,194.1,12,512,1608,3.14,5,114.9,74,31,2.21,2,22,22,190,32,0,0,12,0,466,33.3,109,7.8,7,218,65,222,0.293,49,20,7,9,16,4,0.29
5,884,5407,6.12,40,42,450.6,95,132,128,19,279,69,6,16,0.375,47,478,9,3125,7.62,12.81,19,260.4,94,44,15,10,12,37,0.841,81,74,499,1886,3.78,17,157.2,108,477,2496,5.23,23,208,122,39,3.25,74,42,39,338,81,1,0,17,0,317,26.4,54,4.5,46,189,73,173,0.422,88,14,5,9,14,0,0
7,892,5611,6.29,43,46,431.6,93,118,135,24,277,115,7,18,0.389,77,751,10,3799,8.28,13.38,29,292.2,96,63,23,21,10,54,0.857,48,31,518,2603,5.03,26,200.2,89,474,2432,5.13,22,187.1,5,13,1,72,46,46,361,31,0,0,15,0,434,33.4,67,5.2,2,183,79,179,0.441,21,18,6,10,16,2,0.15
7,828,4324,5.22,32,34,332.6,14,103,87,22,212,27,6,27,0.222,36,1008,12,2774,5.91,10.43,16,213.4,16,53,17,9,18,44,0.83,71,56,547,2228,4.07,22,171.4,48,498,1992,4,16,153.2,75,29,2.23,21,34,32,263,80,0,0,18,1,345,26.5,86,6.6,74,209,57,178,0.32,30,19,7,12,19,0,0
3,842,6500,7.72,67,73,541.7,114,140,136,20,296,40,8,13,0.615,127,533,16,3815,7.03,12.43,26,317.9,124,44,9,15,9,33,0.75,113,118,396,1292,3.26,10,107.7,124,501,2946,5.88,36,245.5,17,15,1.25,129,73,69,540,94,0,0,16,0,299,24.9,39,3.3,53,199,78,150,0.52,36,11,5,16,21,-10,-0.83
5,817,4363,5.34,33,35,363.6,22,96,104,23,223,39,2,10,0.2,75,856,15,3088,7.1,12.02,21,257.3,23,42,11,12,12,35,0.833,87,106,422,1555,3.68,14,129.6,75,481,2079,4.32,17,173.3,21,17,1.42,40,35,34,280,82,0,0,15,0,313,26.1,70,5.8,103,174,64,174,0.368,67,18,7,15,22,-4,-0.33
8,896,5394,6.02,47,47,414.9,111,116,145,32,293,80,12,28,0.429,31,615,10,3031,7.65,12.03,19,233.2,95,41,18,12,10,40,0.976,30,72,494,2069,4.19,20,159.2,71,478,2227,4.66,23,171.3,75,29,2.23,80,47,39,370,86,0,0,15,1,333,25.6,75,5.8,38,183,61,159,0.384,47,18,11,10,21,-3,-0.23
11,1051,5454,5.19,40,40,389.6,119,116,163,26,305,30,14,32,0.438,8,399,7,2983,8.26,12.75,21,213.1,74,65,41,9,11,61,0.938,23,6,665,3994,6.01,52,285.3,57,557,2224,3.99,22,158.9,12,16,1.14,34,40,35,318,8,4,0,15,0,568,40.6,85,6.1,69,184,85,216,0.394,114,26,6,7,13,13,0.93
4,670,3842,5.73,32,36,349.3,4,82,92,18,192,10,5,7,0.714,126,239,10,1975,6.33,11.35,10,179.5,28,31,13,8,9,30,0.968,62,75,400,1720,4.3,15,156.4,50,400,1693,4.23,16,153.9,123,37,3.36,69,36,36,300,108,0,0,17,0,243,22.1,72,6.5,116,157,46,139,0.331,38,17,10,10,20,-3,-0.27
7,906,4304,4.75,34,34,331.1,25,90,120,16,226,69,13,27,0.481,65,677,13,2551,7.39,12.63,21,196.2,29,48,13,18,13,44,0.917,116,76,463,2024,4.37,18,155.7,31,466,1763,3.78,19,135.6,94,32,2.46,29,34,28,276,71,0,0,18,1,362,27.8,92,7.1,100,162,72,199,0.362,45,15,8,13,21,-6,-0.46
10,924,4488,4.86,27,30,320.6,44,92,132,15,239,10,7,24,0.292,20,707,7,3331,7.62,12.43,19,237.9,44,53,20,9,18,47,0.887,75,78,515,2170,4.21,22,155,11,463,1588,3.43,13,113.4,3,10,0.71,10,30,27,251,77,0,0,25,3,380,27.1,90,6.4,96,191,70,201,0.348,34,21,6,7,13,8,0.57
2,746,4925,6.6,49,52,410.4,25,96,108,22,226,33,7,16,0.438,70,146,7,1320,6.77,12.57,8,110,73,38,17,3,9,29,0.763,33,24,644,2668,4.14,19,222.3,82,414,2164,5.23,21,180.3,101,31,2.58,98,52,48,386,112,1,0,15,1,250,20.8,67,5.5,101,191,58,148,0.392,5,20,13,7,20,0,0
13,943,4424,4.69,27,28,294.9,36,108,103,23,234,41,5,17,0.294,40,566,9,2653,8.7,14.26,24,176.9,8,55,25,14,14,53,0.964,25,9,670,3876,5.79,42,258.4,20,506,1890,3.74,8,126,28,22,1.47,6,28,27,246,20,1,0,21,0,531,35.4,93,6.2,11,195,71,216,0.329,19,20,7,9,16,4,0.27
7,802,4654,5.8,37,38,387.8,20,83,128,11,222,69,14,24,0.583,100,863,9,3248,7.86,12.26,15,270.7,101,36,10,6,8,24,0.667,25,113,439,1408,3.21,12,117.3,34,396,1637,4.13,14,136.4,68,25,2.08,48,38,36,297,116,0,0,12,0,244,20.3,54,4.5,39,182,67,174,0.385,40,17,12,9,21,-4,-0.33
5,706,3897,5.52,32,35,354.3,8,93,99,9,201,101,10,18,0.556,117,1077,5,927,7.79,21.56,10,84.3,35,36,21,5,6,32,0.889,129,5,632,3381,5.35,30,307.4,49,373,1690,4.53,15,153.6,46,20,1.82,64,35,30,292,70,1,0,7,0,309,28.1,47,4.3,12,158,43,139,0.309,6,10,10,5,15,-5,-0.45
3,814,5505,6.76,52,55,458.8,88,124,129,21,274,113,12,18,0.667,60,957,8,2814,6.65,10.82,19,234.5,98,43,13,13,4,30,0.698,36,60,420,2018,4.8,15,168.2,110,480,2522,5.25,23,210.2,96,30,2.5,106,55,51,407,105,1,1,4,1,273,22.8,69,5.8,82,167,80,164,0.488,25,15,6,8,14,1,0.08
7,944,5066,5.37,29,32,422.2,88,107,147,20,274,89,14,22,0.636,73,767,12,3136,7.63,11.16,16,261.3,119,48,21,11,10,42,0.875,23,63,446,2002,4.49,25,166.8,45,471,1775,3.77,19,147.9,21,17,1.42,42,32,31,286,65,0,0,12,1,339,28.3,80,6.7,14,178,79,202,0.391,106,21,11,12,23,-2,-0.17
4,835,4685,5.61,35,36,390.4,51,112,121,12,245,112,10,14,0.714,64,492,7,2699,7.14,11.73,21,224.9,61,41,10,14,9,33,0.805,35,109,446,1495,3.35,10,124.6,67,463,2017,4.36,19,168.1,129,50,4.17,56,36,31,309,110,0,0,12,0,251,20.9,91,7.6,98,181,72,178,0.404,46,18,9,7,16,2,0.17
2,887,5021,5.66,47,50,418.4,82,137,109,23,269,105,12,18,0.667,32,212,19,2098,6.19,12.49,8,174.8,34,27,9,5,10,24,0.889,53,122,386,1267,3.28,11,105.6,116,548,2622,4.78,27,218.5,125,42,3.5,91,50,48,378,126,2,1,12,0,185,15.4,53,4.4,110,173,76,174,0.437,102,19,7,19,26,-7,-0.58
5,829,4081,4.92,36,39,340.1,12,98,84,28,210,81,9,17,0.529,119,647,13,3188,6.35,10.42,25,265.7,17,44,11,16,11,38,0.864,98,105,449,1561,3.48,11,130.1,61,497,1925,3.87,18,160.4,90,29,2.42,53,39,38,304,78,0,0,16,1,322,26.8,87,7.3,87,211,55,184,0.299,99,13,7,13,20,-7,-0.58
8,914,4647,5.08,29,30,357.5,49,96,130,18,244,23,12,25,0.48,6,632,6,2473,6.97,12.43,27,190.2,50,49,15,17,7,39,0.796,36,96,481,1810,3.76,17,139.2,42,455,1880,4.13,10,144.6,54,25,1.92,17,30,29,259,66,0,0,11,1,367,28.2,64,4.9,104,180,65,188,0.346,66,26,13,6,19,7,0.54
8,882,4760,5.4,33,34,366.2,70,97,148,15,260,4,7,16,0.438,110,737,9,3548,7.44,11.83,27,272.9,86,52,15,17,13,45,0.865,64,116,427,1470,3.44,16,113.1,23,460,1664,3.62,10,128,25,19,1.46,26,34,30,272,56,1,0,17,0,380,29.2,96,7.4,73,186,77,189,0.407,63,20,1,9,10,10,0.77
1,873,5620,6.44,62,68,468.3,75,106,141,18,265,60,13,21,0.619,109,688,17,2717,5.91,10.91,14,226.4,125,32,8,10,12,30,0.938,117,124,391,1231,3.15,11,102.6,72,491,2059,4.19,31,171.6,90,29,2.42,128,68,63,521,119,0,0,17,0,224,18.7,89,7.4,124,201,71,177,0.401,113,9,9,17,26,-17,-1.42
8,953,5548,5.82,40,40,426.8,86,88,174,10,272,116,13,24,0.542,2,630,8,2259,8.37,14.48,16,173.8,128,52,23,9,12,44,0.846,28,32,519,2584,4.98,29,198.8,13,427,1530,3.58,17,117.7,60,26,2,50,40,34,327,39,1,0,21,0,420,32.3,65,5,108,152,80,194,0.412,51,23,5,8,13,10,0.77
2,789,4900,6.21,50,56,408.3,45,111,96,34,241,128,10,15,0.667,122,687,15,1472,6.29,12.91,8,122.7,27,25,5,3,8,16,0.64,70,80,520,1830,3.52,10,152.5,113,487,2559,5.25,31,213.3,127,46,3.83,111,56,55,421,128,1,0,9,1,153,12.8,78,6.5,126,174,46,146,0.315,26,19,11,15,26,-7,-0.58
7,893,5550,6.22,44,46,426.9,108,124,145,20,289,34,18,29,0.621,63,716,7,2446,7.41,12.48,10,188.2,102,42,22,5,12,39,0.929,98,68,488,2102,4.31,27,161.7,78,466,2279,4.89,23,175.3,86,31,2.38,75,46,43,367,87,1,0,22,0,332,25.5,63,4.8,72,168,75,185,0.405,59,18,8,7,15,3,0.23
4,880,6385,7.26,64,67,532.1,116,137,147,17,301,48,5,9,0.556,102,1004,9,3452,8.54,14.03,22,287.7,127,48,23,9,8,40,0.833,119,58,459,2044,4.45,27,170.3,118,499,2793,5.6,32,232.8,42,21,1.75,125,67,57,492,25,2,1,10,1,407,33.9,63,5.2,35,177,69,150,0.46,71,14,9,9,18,-4,-0.33
5,899,5912,6.58,60,64,492.7,117,151,132,19,302,69,10,17,0.588,87,886,12,2578,6.86,12.05,16,214.8,107,42,21,11,7,39,0.929,90,43,452,2204,4.88,27,183.7,121,537,2839,5.29,39,236.6,104,32,2.67,123,64,59,480,67,0,1,10,0,338,28.2,62,5.1,93,164,82,169,0.485,74,15,4,12,16,-1,-0.08
7,897,5012,5.59,38,41,385.5,88,142,120,12,274,51,10,15,0.667,53,1063,5,2997,7.14,12.86,17,230.5,46,54,19,9,18,46,0.852,10,55,495,2242,4.53,22,172.5,80,491,2296,4.68,21,176.6,54,25,1.92,54,41,33,330,48,0,1,25,0,396,30.5,63,4.8,59,182,72,174,0.414,64,28,10,5,15,13,1
8,899,5045,5.61,42,47,388.1,78,118,133,15,266,24,11,19,0.579,46,1306,10,3898,8.4,14.07,29,299.8,66,59,21,15,14,50,0.847,96,15,495,3186,6.44,33,245.1,63,514,2124,4.13,24,163.4,98,33,2.54,70,47,45,356,11,1,0,17,0,495,38.1,79,6.1,28,181,74,179,0.413,56,23,11,10,21,2,0.15
9,811,4108,5.07,27,27,316,13,83,109,19,211,105,8,21,0.381,50,760,4,2645,8.82,14.78,17,203.5,21,56,23,10,10,43,0.768,64,28,563,2699,4.79,25,207.6,24,433,1669,3.85,16,128.4,83,30,2.31,14,27,24,246,76,1,0,16,0,354,27.2,77,5.9,51,174,63,178,0.354,14,18,4,4,8,10,0.77
8,897,4442,4.95,31,32,341.7,58,88,135,27,250,96,11,25,0.44,13,550,14,3115,7.03,11.71,25,239.6,59,40,9,15,8,32,0.8,10,94,455,1823,4.01,14,140.2,19,465,1575,3.39,13,121.2,4,11,0.85,17,32,28,259,79,2,0,10,1,347,26.7,93,7.2,27,187,68,189,0.36,39,15,9,14,23,-8,-0.62
4,896,5033,5.62,52,59,419.4,101,119,135,30,284,85,8,16,0.5,37,951,8,1940,6.1,11.09,15,161.7,71,37,11,11,6,28,0.757,83,69,436,1940,4.45,19,161.7,92,490,2290,4.67,29,190.8,113,35,2.92,119,59,56,445,100,0,0,8,0,289,24.1,59,4.9,127,161,92,186,0.495,115,16,6,8,14,2,0.17
4,844,4859,5.76,44,47,404.9,29,112,98,18,228,28,9,21,0.429,101,1050,6,3570,7.99,13.13,26,297.5,42,47,15,14,10,39,0.83,120,99,418,1624,3.89,19,135.3,99,480,2375,4.95,27,197.9,127,46,3.83,94,47,45,382,47,1,0,13,1,367,30.6,83,6.9,102,173,67,180,0.372,83,20,11,6,17,3,0.25
10,1054,6061,5.75,56,56,466.2,126,125,161,32,318,59,20,30,0.667,14,1296,10,4355,8.92,14.19,39,335,121,62,21,23,12,56,0.903,43,34,453,2562,5.66,33,197.1,84,568,2394,4.21,25,184.2,39,21,1.62,102,56,50,422,2,0,0,14,0,592,45.5,91,7,31,169,98,215,0.456,125,31,6,10,16,15,1.15
10,989,4717,4.77,29,30,362.8,84,120,129,21,270,10,9,22,0.409,106,962,14,3153,7.4,13.89,26,242.5,56,43,12,13,14,39,0.907,105,71,414,2090,5.05,19,160.8,43,541,1895,3.5,10,145.8,75,29,2.23,28,30,26,273,59,0,0,17,0,378,29.1,111,8.5,125,163,87,220,0.395,123,31,4,14,18,13,1
5,814,4411,5.42,32,37,367.6,24,97,98,30,225,69,10,25,0.4,81,655,11,2852,7.39,13.52,24,237.7,36,40,10,16,8,34,0.85,14,88,445,1751,3.93,12,145.9,66,449,2001,4.46,13,166.8,47,22,1.83,43,37,35,289,97,0,0,12,0,293,24.4,56,4.7,90,168,69,178,0.388,27,17,7,11,18,-1,-0.08
8,779,3523,4.52,27,30,271,3,79,75,25,179,51,5,11,0.455,1,555,10,2226,6.43,12.03,9,171.2,1,44,18,5,14,37,0.841,64,49,529,2310,4.37,26,177.7,18,451,1572,3.49,16,120.9,110,36,2.77,13,30,29,245,91,0,0,19,1,328,25.2,114,8.8,115,190,47,180,0.261,20,17,11,10,21,-4,-0.31
